# {"t_start": 1551456127.0492032, "env_id": "parking-v1"} 
r,l,t
-40.341998,20,1.686002
-36.286683,20,3.294034
-33.782741,20,4.591484
-43.688715,20,5.961194
-36.07856,20,7.533352
-42.411995,20,8.815466
-33.64145,20,10.108611
-37.608406,20,11.580241
-38.636374,20,12.949046
